pg_table;column_name;alias_name;data_type;position;display_type;section;notvisible
aep_vanne_de_branche;code_contrat;Code Contrat;text;93;DETAILED;Métadonnées;1
aep_vanne_de_branche;geom;Geom;geometry;94;DETAILED;Métadonnées;1
aep_vanne_de_branche;uuid;UUID;uuid;;;;
aep_vanne_de_branche;source;Source de donnée;text;;;;
aep_vanne_de_branche;integ;Type intégration;text;;;;
aep_vanne_de_branche;dict;Dict;bool;;;;
aep_vanne_de_branche;date_cre;Date création;timestamp;;;;
aep_vanne_de_branche;date_maj;Date MAJ;timestamp;;;;
aep_vanne_de_branche;id_ext;ID Externe;text;;;;
aep_vanne_de_branche;domaine;Domanialité;text;;;;
aep_vanne_de_branche;date_gref;Date géo-référencement;date;;;;
aep_vanne_de_branche;type_gref;Type relève;text;;;;
aep_vanne_de_branche;prec_gref;Classe précision appareil de levé;text;;;;
aep_vanne_de_branche;date_abdn;Date abandon;date;;;;
aep_vanne_de_branche;statut;Statut;text;;;;
aep_vanne_de_branche;propriete;Maître ouvrage;text;;;;
aep_vanne_de_branche;x;X;numeric;;;;
aep_vanne_de_branche;y;Y;numeric;;;;
aep_vanne_de_branche;z;Z relève (matrice sup.);numeric;;;;
aep_vanne_de_branche;prec_xy;Classe précision XY;text;;;;
aep_vanne_de_branche;prec_z;Classe précision Z;text;;;;
aep_vanne_de_branche;code;Code;text;;;;
aep_vanne_de_branche;adresse;Adresse ;text;;;;
aep_vanne_de_branche;old_id;ID SIG Source;int4;;;;
aep_vanne_de_branche;sol_gref;Niveau sol GPS;numeric;;;;
aep_vanne_de_branche;prof;Profondeur;numeric;;;;
ass_alimentation_externe;id;ID;text;1;SYNTHETIC;Identification;
ass_alimentation_externe;contrat;Contrat;text;2;SYNTHETIC;Identification;
ass_alimentation_externe;type;Type;text;3;SYNTHETIC;Identification;
ass_alimentation_externe;sensible;Ouvrage sensible;bool;10;SYNTHETIC;Caractéristiques patrimoine;
ass_alimentation_externe;lib_recol;Récolement;text;11;DETAILED;Caractéristiques patrimoine;
ass_alimentation_externe;date_serv;Date mise en service;date;12;DETAILED;Caractéristiques patrimoine;
ass_alimentation_externe;exploitant;Exploitant;text;20;SYNTHETIC;Caractéristiques réseau;
ass_alimentation_externe;prec_clas;Classe précision;text;30;SYNTHETIC;Localisation;
ass_alimentation_externe;commune;Commune;text;31;DETAILED;Localisation;
ass_alimentation_externe;rue;Rue;text;32;DETAILED;Localisation;
ass_alimentation_externe;comment;Commentaires;text;40;DETAILED;Complément;
ass_alimentation_externe;territoire;Code orga;text;90;DETAILED;Métadonnées;1
ass_alimentation_externe;insee_code;Insee Code;text;91;DETAILED;Métadonnées;1
ass_alimentation_externe;angle;Angle;float8;92;DETAILED;Métadonnées;1
ass_alimentation_externe;code_contrat;Code Contrat;text;93;DETAILED;Métadonnées;1
ass_alimentation_externe;geom;Geom;geometry;94;DETAILED;Métadonnées;1
ass_alimentation_externe;uuid;UUID;uuid;;;;
ass_alimentation_externe;source;Source de donnée;text;;;;
ass_alimentation_externe;integ;Type intégration;text;;;;
ass_alimentation_externe;dict;Dict;bool;;;;
ass_alimentation_externe;date_cre;Date création;timestamp;;;;
ass_alimentation_externe;date_maj;Date MAJ;timestamp;;;;
ass_alimentation_externe;id_ext;ID Externe;text;;;;
ass_alimentation_externe;domaine;Domanialité;text;;;;
ass_alimentation_externe;date_gref;Date géo-référencement;date;;;;
ass_alimentation_externe;type_gref;Type relève;text;;;;
ass_alimentation_externe;prec_gref;Classe précision appareil de levé;text;;;;
ass_alimentation_externe;date_abdn;Date abandon;date;;;;
ass_alimentation_externe;statut;Statut;text;;;;
ass_alimentation_externe;propriete;Maître ouvrage;text;;;;
ass_alimentation_externe;x;X;numeric;;;;
ass_alimentation_externe;y;Y;numeric;;;;
ass_alimentation_externe;z;Z relève (matrice sup.);numeric;;;;
ass_alimentation_externe;prec_xy;Classe précision XY;text;;;;
ass_alimentation_externe;prec_z;Classe précision Z;text;;;;
ass_alimentation_externe;id_emprise;ID Emprise;text;;;;
ass_alimentation_externe;fourniss;Fournisseur;text;;;;
ass_alimentation_externe;adresse;Adresse ;text;;;;
ass_alimentation_externe;old_id;ID SIG Source;int4;;;;
ass_annotation_ligne;id;ID;text;;;;
ass_annotation_ligne;contrat;Contrat;text;;;;
ass_annotation_ligne;territoire;Code orga;text;;;;
ass_annotation_ligne;annot;Annotation;text;;;;
ass_annotation_ligne;longueur;Longueur;numeric;;;;
ass_annotation_ligne;code_contrat;Code Contrat;text;;;;
ass_annotation_ligne;geom;Geom;geometry;;;;
ass_annotation_ligne;pj;Pièce Jointe;text;;;;
ass_annotation_ligne;dossier;Dossier Joint;text;;;;
ass_annotation_ligne;type;Type;text;;;;
ass_annotation_point;id;ID;text;;;;
ass_annotation_point;contrat;Contrat;text;;;;
ass_annotation_point;territoire;Code orga;text;;;;
ass_annotation_point;annot;Annotation;text;;;;
ass_annotation_point;code_contrat;Code Contrat;text;;;;
ass_annotation_point;geom;Geom;geometry;;;;
ass_annotation_point;pj;Pièce Jointe;text;;;;
ass_annotation_point;dossier;Dossier Joint;text;;;;
ass_annotation_point;type;Type;text;;;;
ass_annotation_polygon;contrat;Contrat;text;;;;
ass_annotation_polygon;territoire;Code orga;text;;;;
ass_annotation_polygon;annot;Annotation;text;;;;
ass_annotation_polygon;code_contrat;Code Contrat;text;;;;
ass_annotation_polygon;id;ID;text;;;;
ass_annotation_polygon;geom;Geom;geometry;;;;
ass_annotation_polygon;pj;Pièce Jointe;text;;;;
ass_annotation_polygon;dossier;Dossier Joint;text;;;;
ass_annotation_polygon;type;Type;text;;;;
ass_annotation_polygon;surface;Surface;numeric;;;;
ass_avaloir;id;ID;text;1;SYNTHETIC;Identification;
ass_avaloir;contrat;Contrat;text;2;SYNTHETIC;Identification;
ass_avaloir;type;Type;text;3;SYNTHETIC;Identification;
ass_avaloir;decant;Décantation;text;10;SYNTHETIC;Caractéristiques patrimoine;
ass_avaloir;date_serv;Date mise en service;date;11;DETAILED;Caractéristiques patrimoine;
ass_avaloir;radier;Cote radier;numeric;12;DETAILED;Caractéristiques patrimoine;
ass_avaloir;cote_sol;Niveau sol;numeric;13;DETAILED;Caractéristiques patrimoine;
ass_avaloir;prof;Profondeur;numeric;14;DETAILED;Caractéristiques patrimoine;
ass_avaloir;lib_recol;Récolement;text;15;DETAILED;Caractéristiques patrimoine;
ass_avaloir;exploitant;Exploitant;text;20;SYNTHETIC;Caractéristiques réseau;
ass_avaloir;prec_clas;Classe précision;text;30;DETAILED;Localisation;
ass_avaloir;commune;Commune;text;31;DETAILED;Localisation;
ass_avaloir;rue;Rue;text;32;DETAILED;Localisation;
ass_avaloir;adresse;Adresse ;text;33;DETAILED;Localisation;
ass_avaloir;x;X;numeric;34;DETAILED;Localisation;
ass_avaloir;y;Y;numeric;35;DETAILED;Localisation;
ass_avaloir;z;Z relève (matrice sup.);numeric;36;DETAILED;Localisation;
ass_avaloir;territoire;Code orga;text;90;DETAILED;Métadonnées;1
ass_avaloir;angle;Angle;float8;91;DETAILED;Métadonnées;1
ass_avaloir;code_contrat;Code Contrat;text;92;DETAILED;Métadonnées;1
ass_avaloir;geom;Geom;geometry;93;DETAILED;Métadonnées;1
ass_avaloir;uuid;UUID;uuid;;;;
ass_avaloir;source;Source de donnée;text;;;;
ass_avaloir;integ;Type intégration;text;;;;
ass_avaloir;dict;Dict;bool;;;;
ass_avaloir;date_cre;Date création;timestamp;;;;
ass_avaloir;date_maj;Date MAJ;timestamp;;;;
ass_avaloir;id_ext;ID Externe;text;;;;
ass_avaloir;insee_code;Insee Code;text;;;;
ass_avaloir;domaine;Domanialité;text;;;;
ass_avaloir;date_gref;Date géo-référencement;date;;;;
ass_avaloir;type_gref;Type relève;text;;;;
ass_avaloir;prec_gref;Classe précision appareil de levé;text;;;;
ass_avaloir;date_abdn;Date abandon;date;;;;
ass_avaloir;statut;Statut;text;;;;
ass_avaloir;propriete;Maître ouvrage;text;;;;
ass_avaloir;prec_xy;Classe précision XY;text;;;;
ass_avaloir;prec_z;Classe précision Z;text;;;;
ass_avaloir;code;Code;text;;;;
ass_avaloir;comment;Commentaires;text;;;;
ass_avaloir;old_id;ID SIG Source;int4;;;;
ass_boite_de_branchement;id;ID;text;1;SYNTHETIC;Identification;
ass_boite_de_branchement;contrat;Contrat;text;2;SYNTHETIC;Identification;
ass_boite_de_branchement;type;Type;text;3;SYNTHETIC;Identification;
ass_boite_de_branchement;diametre;Diamètre;int4;10;SYNTHETIC;Caractéristiques patrimoine;
ass_boite_de_branchement;date_serv;Date mise en service;date;11;DETAILED;Caractéristiques patrimoine;
ass_boite_de_branchement;lib_recol;Récolement;text;12;DETAILED;Caractéristiques patrimoine;
ass_boite_de_branchement;exploitant;Exploitant;text;20;SYNTHETIC;Caractéristiques réseau;
ass_boite_de_branchement;prec_clas;Classe précision;text;30;DETAILED;Localisation;
ass_boite_de_branchement;commune;Commune;text;31;DETAILED;Localisation;
ass_boite_de_branchement;rue;Rue;text;32;DETAILED;Localisation;
ass_boite_de_branchement;territoire;Code orga;text;90;DETAILED;Métadonnées;1
ass_boite_de_branchement;code_contrat;Code Contrat;text;91;DETAILED;Métadonnées;1
ass_boite_de_branchement;insee_code;Insee Code;text;92;DETAILED;Métadonnées;1
ass_boite_de_branchement;angle;Angle;float8;93;DETAILED;Métadonnées;1
ass_boite_de_branchement;uuid;UUID;uuid;;;;
ass_boite_de_branchement;source;Source de donnée;text;;;;
ass_boite_de_branchement;integ;Type intégration;text;;;;
ass_boite_de_branchement;dict;Dict;bool;;;;
ass_boite_de_branchement;date_cre;Date création;timestamp;;;;
ass_boite_de_branchement;date_maj;Date MAJ;timestamp;;;;
ass_boite_de_branchement;id_ext;ID Externe;text;;;;
ass_boite_de_branchement;domaine;Domanialité;text;;;;
ass_boite_de_branchement;date_gref;Date géo-référencement;date;;;;
ass_boite_de_branchement;type_gref;Type relève;text;;;;
ass_boite_de_branchement;prec_gref;Classe précision appareil de levé;text;;;;
ass_boite_de_branchement;date_abdn;Date abandon;date;;;;
ass_boite_de_branchement;statut;Statut;text;;;;
ass_boite_de_branchement;propriete;Maître ouvrage;text;;;;
ass_boite_de_branchement;x;X;numeric;;;;
ass_boite_de_branchement;y;Y;numeric;;;;
ass_boite_de_branchement;z;Z relève (matrice sup.);numeric;;;;
ass_boite_de_branchement;prec_xy;Classe précision XY;text;;;;
ass_boite_de_branchement;prec_z;Classe précision Z;text;;;;
ass_boite_de_branchement;code;Code;text;;;;
ass_boite_de_branchement;adresse;Adresse ;text;;;;
ass_boite_de_branchement;comment;Commentaires;text;;;;
ass_boite_de_branchement;cote_sol;Niveau sol;numeric;;;;
ass_boite_de_branchement;radier;Cote radier;numeric;;;;
ass_boite_de_branchement;prof;Profondeur;numeric;;;;
ass_boite_de_branchement;old_id;ID SIG Source;int4;;;;
ass_boite_de_branchement;geom;Geom;geometry;;;;
ass_branche;id;ID;text;1;SYNTHETIC;Identification;
ass_branche;contrat;Contrat;text;2;SYNTHETIC;Identification;
ass_branche;type_br;Type de branche;text;3;DETAILED;Identification;
ass_branche;materiau;Matériau;text;10;SYNTHETIC;Caractéristiques patrimoine;
ass_branche;diametre;Diamètre;int4;11;SYNTHETIC;Caractéristiques patrimoine;
ass_branche;longueur;Longueur;numeric;12;SYNTHETIC;Caractéristiques patrimoine;
ass_branche;date_serv;Date mise en service;date;14;DETAILED;Caractéristiques patrimoine;
ass_branche;lib_recol;Récolement;text;15;DETAILED;Caractéristiques patrimoine;
ass_branche;type_eau;Type eau;text;20;SYNTHETIC;Caractéristiques réseau;
ass_branche;exploitant;Exploitant;text;21;SYNTHETIC;Caractéristiques réseau;
ass_branche;prec_clas;Classe précision;text;30;DETAILED;Localisation;
ass_branche;commune;Commune;text;31;DETAILED;Localisation;
ass_branche;rue;Rue;text;32;DETAILED;Localisation;
ass_branche;comment;Commentaires;text;40;DETAILED;Complément;
ass_branche;territoire;Code orga;text;90;DETAILED;Métadonnées;1
ass_branche;insee_code;Insee Code;text;91;DETAILED;Métadonnées;1
ass_branche;code_contrat;Code Contrat;text;92;DETAILED;Métadonnées;1
ass_branche;id_arc;Id Arc;text;93;DETAILED;Métadonnées;1
ass_branche;geom;Geom;geometry;94;DETAILED;Métadonnées;1
ass_branche;uuid;UUID;uuid;;;;
ass_branche;source;Source de donnée;text;;;;
ass_branche;integ;Type intégration;text;;;;
ass_branche;dict;Dict;bool;;;;
ass_branche;date_cre;Date création;timestamp;;;;
ass_branche;date_maj;Date MAJ;timestamp;;;;
ass_branche;id_ext;ID Externe;text;;;;
ass_branche;domaine;Domanialité;text;;;;
ass_branche;date_gref;Date géo-référencement;date;;;;
ass_branche;type_gref;Type relève;text;;;;
ass_branche;prec_gref;Classe précision appareil de levé;text;;;;
ass_branche;date_abdn;Date abandon;date;;;;
ass_branche;statut;Statut;text;;;;
ass_branche;propriete;Maître ouvrage;text;;;;
ass_branche;annee_max;Année min;int4;;;;
ass_branche;annee_min;Année max;int4;;;;
ass_branche;prec_xy;Classe précision XY;text;;;;
ass_branche;prec_z;Classe précision Z;text;;;;
ass_branche;id_nd_br;Id noeud de branche;text;;;;
ass_branche;marque_mat;Marque Matériau;text;;;;
ass_branche;old_id;ID SIG Source;int4;;;;
ass_branche;cote_amont;Cote amont;numeric;;;;
ass_branche;cote_aval;Cote aval;numeric;;;;
ass_cable_alimentation;id;ID;text;;;;
ass_cable_alimentation;contrat;Contrat;text;;;;
ass_cable_alimentation;uuid;UUID;uuid;;;;
ass_cable_alimentation;source;Source de donnée;text;;;;
ass_cable_alimentation;territoire;Code orga;text;;;;
ass_cable_alimentation;integ;Type intégration;text;;;;
ass_cable_alimentation;dict;Dict;bool;;;;
ass_cable_alimentation;date_cre;Date création;timestamp;;;;
ass_cable_alimentation;date_maj;Date MAJ;timestamp;;;;
ass_cable_alimentation;id_ext;ID Externe;text;;;;
ass_cable_alimentation;commune;Commune;text;;;;
ass_cable_alimentation;insee_code;Insee Code;text;;;;
ass_cable_alimentation;rue;Rue;text;;;;
ass_cable_alimentation;domaine;Domanialité;text;;;;
ass_cable_alimentation;date_gref;Date géo-référencement;date;;;;
ass_cable_alimentation;type_gref;Type relève;text;;;;
ass_cable_alimentation;prec_gref;Classe précision appareil de levé;text;;;;
ass_cable_alimentation;date_abdn;Date abandon;date;;;;
ass_cable_alimentation;statut;Statut;text;;;;
ass_cable_alimentation;exploitant;Exploitant;text;;;;
ass_cable_alimentation;propriete;Maître ouvrage;text;;;;
ass_cable_alimentation;date_serv;Date mise en service;date;;;;
ass_cable_alimentation;annee_max;Année min;int4;;;;
ass_cable_alimentation;annee_min;Année max;int4;;;;
ass_cable_alimentation;longueur;Longueur;numeric;;;;
ass_cable_alimentation;prec_clas;Classe précision;text;;;;
ass_cable_alimentation;prec_xy;Classe précision XY;text;;;;
ass_cable_alimentation;prec_z;Classe précision Z;text;;;;
ass_cable_alimentation;lib_recol;Récolement;text;;;;
ass_cable_alimentation;nd_amont;Noeud amont;text;;;;
ass_cable_alimentation;nd_aval;Noeud aval;text;;;;
ass_cable_alimentation;code_contrat;Code Contrat;text;;;;
ass_cable_alimentation;type;Type;text;;;;
ass_cable_alimentation;sensible;Ouvrage sensible;bool;;;;
ass_cable_alimentation;old_id;ID SIG Source;int4;;;;
ass_cable_alimentation;servitude;Servitude;bool;;;;
ass_cable_alimentation;geom;Geom;geometry;;;;
ass_canalisation_abandonnee;id;ID;text;1;SYNTHETIC;Identification;
ass_canalisation_abandonnee;contrat;Contrat;text;2;SYNTHETIC;Identification;
ass_canalisation_abandonnee;hauteur;Hauteur;int4;10;SYNTHETIC;Caractéristiques patrimoine;
ass_canalisation_abandonnee;largeur;Largeur;int4;11;SYNTHETIC;Caractéristiques patrimoine;
ass_canalisation_abandonnee;materiau;Matériau;text;12;SYNTHETIC;Caractéristiques patrimoine;
ass_canalisation_abandonnee;forme;Forme;text;13;SYNTHETIC;Caractéristiques patrimoine;
ass_canalisation_abandonnee;fonction;Fonction;text;14;DETAILED;Caractéristiques patrimoine;
ass_canalisation_abandonnee;longueur;Longueur;numeric;15;DETAILED;Caractéristiques patrimoine;
ass_canalisation_abandonnee;sensible;Ouvrage sensible;bool;16;SYNTHETIC;Caractéristiques patrimoine;
ass_canalisation_abandonnee;ecoulement;Ecoulement;text;17;SYNTHETIC;Caractéristiques patrimoine;
ass_canalisation_abandonnee;date_serv;Date mise en service;date;18;DETAILED;Caractéristiques patrimoine;
ass_canalisation_abandonnee;mat_rehab;Matériau réhabilitation;text;19;DETAILED;Caractéristiques patrimoine;
ass_canalisation_abandonnee;type_eau;Type eau;text;20;DETAILED;Caractéristiques réseau;
ass_canalisation_abandonnee;zne_coll;Zone collecte;varchar;21;DETAILED;Caractéristiques réseau;
ass_canalisation_abandonnee;prec_clas;Classe précision;text;30;SYNTHETIC;Localisation;
ass_canalisation_abandonnee;commune;Commune;text;31;DETAILED;Localisation;
ass_canalisation_abandonnee;rue;Rue;text;32;DETAILED;Localisation;
ass_canalisation_abandonnee;emplacemnt;Emplacement;text;33;SYNTHETIC;Localisation;
ass_canalisation_abandonnee;comment;Commentaires;text;40;DETAILED;Complément;
ass_canalisation_abandonnee;territoire;Code orga;text;90;DETAILED;Métadonnées;1
ass_canalisation_abandonnee;nd_amont;Noeud amont;text;90;DETAILED;Métadonnées;1
ass_canalisation_abandonnee;nd_aval;Noeud aval;text;91;DETAILED;Métadonnées;1
ass_canalisation_abandonnee;insee_code;Insee Code;text;92;DETAILED;Métadonnées;1
ass_canalisation_abandonnee;code_contrat;Code Contrat;text;93;DETAILED;Métadonnées;1
ass_canalisation_abandonnee;geom;Geom;geometry;94;DETAILED;Métadonnées;1
ass_canalisation_abandonnee;uuid;UUID;uuid;;;;
ass_canalisation_abandonnee;source;Source de donnée;text;;;;
ass_canalisation_abandonnee;integ;Type intégration;text;;;;
ass_canalisation_abandonnee;dict;Dict;bool;;;;
ass_canalisation_abandonnee;date_cre;Date création;timestamp;;;;
ass_canalisation_abandonnee;date_maj;Date MAJ;timestamp;;;;
ass_canalisation_abandonnee;id_ext;ID Externe;text;;;;
ass_canalisation_abandonnee;domaine;Domanialité;text;;;;
ass_canalisation_abandonnee;date_gref;Date géo-référencement;date;;;;
ass_canalisation_abandonnee;type_gref;Type relève;text;;;;
ass_canalisation_abandonnee;prec_gref;Classe précision appareil de levé;text;;;;
ass_canalisation_abandonnee;date_abdn;Date abandon;date;;;;
ass_canalisation_abandonnee;statut;Statut;text;;;;
ass_canalisation_abandonnee;exploitant;Exploitant;text;;;;
ass_canalisation_abandonnee;propriete;Maître ouvrage;text;;;;
ass_canalisation_abandonnee;annee_max;Année min;int4;;;;
ass_canalisation_abandonnee;annee_min;Année max;int4;;;;
ass_canalisation_abandonnee;prec_xy;Classe précision XY;text;;;;
ass_canalisation_abandonnee;prec_z;Classe précision Z;text;;;;
ass_canalisation_abandonnee;lib_recol;Récolement;text;;;;
ass_canalisation_abandonnee;marque_mat;Marque Matériau;text;;;;
ass_canalisation_abandonnee;cr;Classe résistance;text;;;;
ass_canalisation_abandonnee;cote_amont;Cote amont;numeric;;;;
ass_canalisation_abandonnee;cote_aval;Cote aval;numeric;;;;
ass_canalisation_abandonnee;type_rehab;Type réhabilitation;text;;;;
ass_canalisation_abandonnee;date_rehab;Date réhabilitation;date;;;;
ass_canalisation_abandonnee;structur;Structurant;bool;;;;
ass_canalisation_abandonnee;adresse;Adresse ;text;;;;
ass_canalisation_abandonnee;old_id;ID SIG Source;int4;;;;
ass_canalisation_abandonnee;servitude;Servitude;bool;;;;
ass_canalisation_abandonnee;prec_ann;Précision année;text;;;;
ass_canalisation_fictive;id;ID;text;1;SYNTHETIC;Identification;
ass_canalisation_fictive;contrat;Contrat;text;2;SYNTHETIC;Identification;
ass_canalisation_fictive;longueur;Longueur;numeric;10;DETAILED;Caractéristiques patrimoine;
ass_canalisation_fictive;exploitant;Exploitant;text;20;SYNTHETIC;Caractéristiques réseau;
ass_canalisation_fictive;commune;Commune;text;31;DETAILED;Localisation;
ass_canalisation_fictive;rue;Rue;text;32;DETAILED;Localisation;
ass_canalisation_fictive;comment;Commentaires;text;40;DETAILED;Complément;
ass_canalisation_fictive;territoire;Code orga;text;90;DETAILED;Métadonnées;
ass_canalisation_fictive;nd_amont;Noeud amont;text;90;DETAILED;Métadonnées;
ass_canalisation_fictive;nd_aval;Noeud aval;text;91;DETAILED;Métadonnées;
ass_canalisation_fictive;insee_code;Insee Code;text;92;DETAILED;Métadonnées;1
ass_canalisation_fictive;code_contrat;Code Contrat;text;93;DETAILED;Métadonnées;1
ass_canalisation_fictive;geom;Geom;geometry;94;DETAILED;Métadonnées;1
ass_canalisation_fictive;uuid;UUID;uuid;;;;
ass_canalisation_fictive;source;Source de donnée;text;;;;
ass_canalisation_fictive;integ;Type intégration;text;;;;
ass_canalisation_fictive;dict;Dict;bool;;;;
ass_canalisation_fictive;date_cre;Date création;timestamp;;;;
ass_canalisation_fictive;date_maj;Date MAJ;timestamp;;;;
ass_canalisation_fictive;id_ext;ID Externe;text;;;;
ass_canalisation_fictive;domaine;Domanialité;text;;;;
ass_canalisation_fictive;date_gref;Date géo-référencement;date;;;;
ass_canalisation_fictive;type_gref;Type relève;text;;;;
ass_canalisation_fictive;prec_gref;Classe précision appareil de levé;text;;;;
ass_canalisation_fictive;date_abdn;Date abandon;date;;;;
ass_canalisation_fictive;statut;Statut;text;;;;
ass_canalisation_fictive;propriete;Maître ouvrage;text;;;;
ass_canalisation_fictive;date_serv;Date mise en service;date;;;;
ass_canalisation_fictive;annee_max;Année min;int4;;;;
ass_canalisation_fictive;annee_min;Année max;int4;;;;
ass_canalisation_fictive;prec_clas;Classe précision;text;;;;
ass_canalisation_fictive;prec_xy;Classe précision XY;text;;;;
ass_canalisation_fictive;prec_z;Classe précision Z;text;;;;
ass_canalisation_fictive;lib_recol;Récolement;text;;;;
ass_canalisation_fictive;type_eau;Type eau;text;;;;
ass_canalisation_fictive;adresse;Adresse ;text;;;;
ass_canalisation_fictive;old_id;ID SIG Source;int4;;;;
ass_caniveau_collecteur_ep;id;ID;text;;;;
ass_caniveau_collecteur_ep;contrat;Contrat;text;;;;
ass_caniveau_collecteur_ep;uuid;UUID;uuid;;;;
ass_caniveau_collecteur_ep;source;Source de donnée;text;;;;
ass_caniveau_collecteur_ep;territoire;Code orga;text;;;;
ass_caniveau_collecteur_ep;integ;Type intégration;text;;;;
ass_caniveau_collecteur_ep;dict;Dict;bool;;;;
ass_caniveau_collecteur_ep;date_cre;Date création;timestamp;;;;
ass_caniveau_collecteur_ep;date_maj;Date MAJ;timestamp;;;;
ass_caniveau_collecteur_ep;id_ext;ID Externe;text;;;;
ass_caniveau_collecteur_ep;commune;Commune;text;;;;
ass_caniveau_collecteur_ep;insee_code;Insee Code;text;;;;
ass_caniveau_collecteur_ep;rue;Rue;text;;;;
ass_caniveau_collecteur_ep;domaine;Domanialité;text;;;;
ass_caniveau_collecteur_ep;date_gref;Date géo-référencement;date;;;;
ass_caniveau_collecteur_ep;type_gref;Type relève;text;;;;
ass_caniveau_collecteur_ep;prec_gref;Classe précision appareil de levé;text;;;;
ass_caniveau_collecteur_ep;date_abdn;Date abandon;date;;;;
ass_caniveau_collecteur_ep;statut;Statut;text;;;;
ass_caniveau_collecteur_ep;exploitant;Exploitant;text;;;;
ass_caniveau_collecteur_ep;propriete;Maître ouvrage;text;;;;
ass_caniveau_collecteur_ep;x;X;numeric;;;;
ass_caniveau_collecteur_ep;y;Y;numeric;;;;
ass_caniveau_collecteur_ep;z;Z relève (matrice sup.);numeric;;;;
ass_caniveau_collecteur_ep;date_serv;Date mise en service;date;;;;
ass_caniveau_collecteur_ep;prec_clas;Classe précision;text;;;;
ass_caniveau_collecteur_ep;prec_xy;Classe précision XY;text;;;;
ass_caniveau_collecteur_ep;prec_z;Classe précision Z;text;;;;
ass_caniveau_collecteur_ep;lib_recol;Récolement;text;;;;
ass_caniveau_collecteur_ep;angle;Angle;float8;;;;
ass_caniveau_collecteur_ep;code_contrat;Code Contrat;text;;;;
ass_caniveau_collecteur_ep;comment;Commentaires;text;;;;
ass_caniveau_collecteur_ep;geom;Geom;geometry;;;;
ass_collecteur;id;ID;text;1;SYNTHETIC;Identification;
ass_collecteur;contrat;Contrat;text;2;SYNTHETIC;Identification;
ass_collecteur;hauteur;Hauteur;int4;10;SYNTHETIC;Caractéristiques patrimoine;
ass_collecteur;largeur;Largeur;int4;11;DETAILED;Caractéristiques patrimoine;
ass_collecteur;materiau;Matériau;text;12;SYNTHETIC;Caractéristiques patrimoine;
ass_collecteur;forme;Forme;text;13;SYNTHETIC;Caractéristiques patrimoine;
ass_collecteur;fonction;Fonction;text;14;SYNTHETIC;Caractéristiques patrimoine;
ass_collecteur;longueur;Longueur;numeric;15;SYNTHETIC;Caractéristiques patrimoine;
ass_collecteur;sensible;Ouvrage sensible;bool;16;SYNTHETIC;Caractéristiques patrimoine;
ass_collecteur;ecoulement;Ecoulement;text;17;SYNTHETIC;Caractéristiques patrimoine;
ass_collecteur;lib_recol;Récolement;text;18;DETAILED;Caractéristiques patrimoine;
ass_collecteur;mat_rehab;Matériau réhabilitation;text;19;SYNTHETIC;Caractéristiques patrimoine;
ass_collecteur;type_eau;Type eau;text;20;SYNTHETIC;Caractéristiques réseau;
ass_collecteur;zne_coll;Zone collecte;varchar;21;DETAILED;Caractéristiques réseau;
ass_collecteur;exploitant;Exploitant;text;22;SYNTHETIC;Caractéristiques réseau;
ass_collecteur;prec_clas;Classe précision;text;30;SYNTHETIC;Localisation;
ass_collecteur;commune;Commune;text;31;DETAILED;Localisation;
ass_collecteur;rue;Rue;text;32;DETAILED;Localisation;
ass_collecteur;emplacemnt;Emplacement;text;33;SYNTHETIC;Localisation;
ass_collecteur;comment;Commentaires;text;40;DETAILED;Complément;
ass_collecteur;territoire;Code orga;text;90;DETAILED;Métadonnées;1
ass_collecteur;nd_amont;Noeud amont;text;91;DETAILED;Métadonnées;
ass_collecteur;nd_aval;Noeud aval;text;92;DETAILED;Métadonnées;
ass_collecteur;code_contrat;Code Contrat;text;93;DETAILED;Métadonnées;1
ass_collecteur;geom;Geom;geometry;94;DETAILED;Métadonnées;1
ass_collecteur;insee_code;Insee Code;text;95;DETAILED;Métadonnées;1
ass_collecteur;adresse;Adresse ;text;;;;
ass_collecteur;annee_max;Année min;int4;;;;
ass_collecteur;annee_min;Année max;int4;;;;
ass_collecteur;cote_amont;Cote amont;numeric;;;;
ass_collecteur;cote_aval;Cote aval;numeric;;;;
ass_collecteur;cr;Classe résistance;text;;;;
ass_collecteur;crit_hydr;Criticité Hydraulique;text;;;;
ass_collecteur;date_abdn;Date abandon;date;;;;
ass_collecteur;date_cre;Date création;timestamp;;;;
ass_collecteur;date_gref;Date géo-référencement;date;;;;
ass_collecteur;date_maj;Date MAJ;timestamp;;;;
ass_collecteur;date_rehab;Date réhabilitation;date;;;;
ass_collecteur;date_serv;Date mise en service;date;;;;
ass_collecteur;dict;Dict;bool;;;;
ass_collecteur;domaine;Domanialité;text;;;;
ass_collecteur;id_ext;ID Externe;text;;;;
ass_collecteur;integ;Type intégration;text;;;;
ass_collecteur;marque_mat;Marque Matériau;text;;;;
ass_collecteur;old_id;ID SIG Source;int4;;;;
ass_collecteur;pente;Pente;float8;;;;
ass_collecteur;prec_ann;Précision année;text;;;;
ass_collecteur;prec_gref;Classe précision appareil de levé;text;;;;
ass_collecteur;prec_xy;Classe précision XY;text;;;;
ass_collecteur;prec_z;Classe précision Z;text;;;;
ass_collecteur;propriete;Maître ouvrage;text;;;;
ass_collecteur;servitude;Servitude;bool;;;;
ass_collecteur;source;Source de donnée;text;;;;
